Indice;Data de Referencia;Numero Indice;Variacao Diaria (%);Variacao no Mes (%);Variacao no Ano (%);Variacao 12 Meses (%);Variacao 24 Meses (%);Duration (d.u.);PMR
IMA-B;2020-01-08;7606,03473;0,2745;-0,43;-0,43;20,5473;36,8674;2189,0;2189,0
IMA-B;2020-01-09;7618,900994;0,1692;-0,2616;-0,2616;19,9409;36,9713;2192,0;2192,0
IMA-B;2020-01-10;7627,381389;0,1113;-0,1506;-0,1506;19,9771;36,7831;2192,0;2192,0
IMA-B;2020-01-13;7611,053565;-0,2141;-0,3643;-0,3643;19,6098;35,767;2188,0;2188,0
IMA-B;2020-01-14;7640,276525;0,384;0,0182;0,0182;19,5835;36,2882;2194,0;2194,0
IMA-B;2020-01-15;7644,490661;0,0552;0,0734;0,0734;19,7236;36,2415;2189,0;2189,0
IMA-B;2020-01-16;7625,639594;-0,2466;-0,1734;-0,1734;19,336;35,8578;2182,0;2182,0
IMA-B;2020-01-17;7644,165516;0,2429;0,0691;0,0691;19,5219;36,1866;2186,0;2186,0
IMA-B;2020-01-20;7627,436355;-0,2188;-0,1499;-0,1499;19,1898;35,7438;2180,0;2180,0
IMA-B;2020-01-21;7624,852968;-0,0339;-0,1837;-0,1837;19,1111;35,6978;2179,0;2179,0
IMA-B;2020-01-22;7653,195955;0,3717;0,1873;0,1873;19,4244;36,2949;2184,0;2184,0
IMA-B;2020-01-23;7651,616688;-0,0206;0,1667;0,1667;19,1837;36,4451;2181,0;2181,0
IMA-B;2020-01-24;7658,321951;0,0876;0,2545;0,2545;19,4432;35,4882;2181,0;2181,0
IMA-B;2020-01-27;7649,341231;-0,1173;0,1369;0,1369;19,2645;34,4694;2175,0;2175,0
IMA-B;2020-01-28;7662,805701;0,176;0,3131;0,3131;19,4889;34,7061;2179,0;2179,0
IMA-B;2020-01-29;7679,531295;0,2183;0,5321;0,5321;19,3176;35,0732;2182,0;2182,0
IMA-B;2020-01-30;7669,658922;-0,1286;0,4029;0,4029;18,9999;35,0376;2178,0;2178,0
IMA-B;2020-01-31;7658,849428;-0,1409;0,2614;0,2614;18,1147;34,785;2173,0;2173,0
IMA-B;2020-02-03;7675,785129;0,2211;0,2211;0,4831;17,7984;35,2798;2177,0;2177,0
IMA-B;2020-02-04;7685,547287;0,1272;0,3486;0,6109;18,0947;35,4519;2178,0;2178,0
IMA-B;2020-02-05;7712,787901;0,3544;0,7043;0,9675;18,7656;36,3317;2186,0;2186,0
IMA-B;2020-02-06;7703,86594;-0,1157;0,5878;0,8507;19,0362;36,0493;2186,0;2186,0
IMA-B;2020-02-07;7695,543042;-0,108;0,4791;0,7417;19,3065;35,91;2185,0;2185,0
IMA-B;2020-02-10;7721,115297;0,3323;0,813;1,0765;20,3848;37,2206;2191,0;2191,0
IMA-B;2020-02-11;7745,110993;0,3108;1,1263;1,3906;20,7445;37,6471;2197,0;2197,0
IMA-B;2020-02-12;7769,8569;0,3195;1,4494;1,7145;20,5999;38,0869;2201,0;2201,0
IMA-B;2020-02-13;7760,17829;-0,1246;1,323;1,5878;20,0153;37,9148;2195,0;2195,0
IMA-B;2020-02-14;7806,503429;0,597;1,9279;2,1943;20,3125;38,2559;2205,0;2205,0
IMA-B;2020-02-17;7788,125448;-0,2354;1,6879;1,9537;19,268;36,8802;2225,0;2225,0
IMA-B;2020-02-18;7784,880826;-0,0417;1,6456;1,9112;19,4698;36,8232;2224,0;2224,0
IMA-B;2020-02-19;7803,808735;0,2431;1,8927;2,159;19,6225;37,1361;2225,0;2225,0
IMA-B;2020-02-20;7785,199988;-0,2385;1,6497;1,9154;19,7602;36,9657;2216,0;2216,0
IMA-B;2020-02-21;7755,861098;-0,3769;1,2667;1,5313;19,2982;36,5255;2205,0;2205,0
IMA-B;2020-02-26;7699,18861;-0,7307;0,5267;0,7894;18,4329;34,7877;2186,0;2186,0
IMA-B;2020-02-27;7691,316511;-0,1022;0,4239;0,6864;17,9985;34,5445;2179,0;2179,0
IMA-B;2020-02-28;7693,268698;0,0254;0,4494;0,7119;18,0006;34,652;2177,0;2177,0
IMA-B;2020-03-02;7753,178701;0,7787;0,7787;1,4962;18,9459;35,4531;2189,0;2189,0
IMA-B;2020-03-03;7767,591011;0,1859;0,9661;1,6849;19,167;35,7049;2188,0;2188,0
IMA-B;2020-03-04;7780,579161;0,1672;1,1349;1,8549;19,3662;35,9318;2188,0;2188,0
IMA-B;2020-03-05;7724,681569;-0,7184;0,4083;1,1232;18,5087;34,7496;2171,0;2171,0
IMA-B;2020-03-06;7714,027786;-0,1379;0,2698;0,9837;18,4016;34,5117;2168,0;2168,0
IMA-B;2020-03-09;7546,096981;-2,177;-1,913;-1,2147;15,5253;31,5947;2116,0;2116,0
IMA-B;2020-03-10;7559,163808;0,1732;-1,7431;-1,0436;15,7254;31,8226;2117,0;2117,0
IMA-B;2020-03-11;7236,983972;-4,2621;-5,931;-5,2612;10,1843;26,2042;1999,0;1999,0
IMA-B;2020-03-12;6905,351016;-4,5825;-10,2417;-9,6026;5,001;20,418;1916,0;1916,0
IMA-B;2020-03-13;7278,263509;5,4003;-5,3944;-4,7209;10,2995;26,7257;2036,0;2036,0
IMA-B;2020-03-16;7222,171906;-0,7707;-6,1235;-5,4552;9,3706;25,3623;2004,0;2004,0
IMA-B;2020-03-17;7267,882656;0,6329;-5,5293;-4,8568;10,0628;26,1557;2008,0;2008,0
IMA-B;2020-03-18;6985,643177;-3,8834;-9,198;-8,5515;5,5656;21,2566;1949,0;1949,0
IMA-B;2020-03-19;7000,827768;0,2174;-9,0006;-8,3527;5,6942;21,7716;1963,0;1963,0
IMA-B;2020-03-20;6964,912403;-0,513;-9,4674;-8,8229;4,931;21,5328;1954,0;1954,0
IMA-B;2020-03-23;6816,432288;-2,1318;-11,3974;-10,7667;3,9373;18,0442;1914,0;1914,0
IMA-B;2020-03-24;6922,354161;1,5539;-10,0206;-9,38;5,5524;19,8785;1940,0;1940,0
IMA-B;2020-03-25;7062,180632;2,0199;-8,2031;-7,5496;7,6129;22,3;1978,0;1978,0
IMA-B;2020-03-26;7148,058258;1,216;-7,0869;-6,4254;9,315;23,6824;2000,0;2000,0
IMA-B;2020-03-27;7145,845955;-0,0309;-7,1156;-6,4543;10,6716;23,8788;1991,0;1991,0
IMA-B;2020-03-30;7166,867139;0,2942;-6,8424;-6,1791;9,2928;24,276;1990,0;1990,0
IMA-B;2020-03-31;7156,882578;-0,1393;-6,9721;-6,3098;9,1405;24,1029;1978,0;1978,0
IMA-B;2020-04-01;7114,101207;-0,5978;-0,5978;-6,8699;8,0755;23,361;1961,0;1961,0
IMA-B;2020-04-02;7096,849036;-0,2425;-0,8388;-7,0957;7,7706;23,3013;1946,0;1946,0
IMA-B;2020-04-03;7033,455467;-0,8933;-1,7246;-7,9256;7,1329;22,5503;1919,0;1919,0
IMA-B;2020-04-06;7061,157322;0,3939;-1,3375;-7,563;7,2522;23,0663;1930,0;1930,0
IMA-B;2020-04-07;7083,573082;0,3175;-1,0243;-7,2695;7,5927;23,4569;1932,0;1932,0
IMA-B;2020-04-08;7111,100886;0,3886;-0,6397;-6,9092;8,1312;23,9367;1936,0;1936,0
IMA-B;2020-04-09;7155,877829;0,6297;-0,014;-6,323;9,1539;24,7664;1945,0;1945,0
IMA-B;2020-04-13;7165,333351;0,1321;0,1181;-6,1992;9,2903;24,4882;1944,0;1944,0
IMA-B;2020-04-14;7213,229933;0,6684;0,7873;-5,5722;10,0209;25,3203;1956,0;1956,0
IMA-B;2020-04-15;7268,046246;0,7599;1,5532;-4,8546;10,7677;26,2727;1978,0;1978,0
IMA-B;2020-04-16;7329,05964;0,8395;2,4058;-4,0559;11,7319;27,1954;2007,0;2007,0
IMA-B;2020-04-17;7377,309582;0,6583;3,0799;-3,4243;12,5142;27,9908;2025,0;2025,0
IMA-B;2020-04-20;7412,559207;0,4778;3,5725;-2,9628;12,7437;28,5246;2031,0;2031,0
IMA-B;2020-04-22;7428,619413;0,2167;3,7969;-2,7526;12,8376;28,803;2033,0;2033,0
IMA-B;2020-04-23;7339,654928;-1,1976;2,5538;-3,9172;10,9277;27,6292;2005,0;2005,0
IMA-B;2020-04-24;7054,00868;-3,8918;-1,4374;-7,6566;6,6861;22,6747;1924,0;1924,0
IMA-B;2020-04-27;7061,382271;0,1045;-1,3344;-7,56;6,3314;22,4862;1934,0;1934,0
IMA-B;2020-04-28;7232,832885;2,428;1,0612;-5,3156;8,9132;25,4602;1988,0;1988,0
IMA-B;2020-04-29;7270,434327;0,5199;1,5866;-4,8234;9,5522;26,1124;2001,0;2001,0
IMA-B;2020-04-30;7250,940209;-0,2681;1,3142;-5,0785;8,9351;25,915;1992,0;1992,0
IMA-B;2020-05-04;7244,106534;-0,0942;-0,0942;-5,168;8,4582;25,9251;1987,0;1987,0
IMA-B;2020-05-05;7253,364653;0,1278;0,0334;-5,0468;8,5968;26,0861;1988,0;1988,0
IMA-B;2020-05-06;7249,805271;-0,0491;-0,0157;-5,0934;8,5455;26,0242;1985,0;1985,0
IMA-B;2020-05-07;7195,93229;-0,7431;-0,7586;-5,7987;7,8057;25,3288;1963,0;1963,0
IMA-B;2020-05-08;7226,980208;0,4315;-0,3304;-5,3922;7,9205;26,4867;1969,0;1969,0
IMA-B;2020-05-11;7215,926339;-0,153;-0,4829;-5,5369;7,1455;26,36;1962,0;1962,0
IMA-B;2020-05-12;7155,892631;-0,832;-1,3108;-6,3228;6,2541;25,3088;1945,0;1945,0
IMA-B;2020-05-13;7123,463515;-0,4532;-1,7581;-6,7473;5,9408;24,7409;1934,0;1934,0
IMA-B;2020-05-14;7164,582067;0,5772;-1,191;-6,2091;6,1456;25,9272;1946,0;1946,0
IMA-B;2020-05-15;7187,844144;0,3247;-0,8702;-5,9045;6,5366;26,2293;1969,0;1969,0
IMA-B;2020-05-18;7233,982499;0,6419;-0,2339;-5,3005;8,156;28,7754;1978,0;1978,0
IMA-B;2020-05-19;7251,462508;0,2416;0,0072;-5,0717;8,4173;29,0866;1980,0;1980,0
IMA-B;2020-05-20;7277,886301;0,3644;0,3716;-4,7258;8,4089;29,557;1985,0;1985,0
IMA-B;2020-05-21;7305,013797;0,3727;0,7457;-4,3707;8,3391;29,7707;1987,0;1987,0
IMA-B;2020-05-22;7292,180511;-0,1757;0,5688;-4,5387;7,9896;29,0853;1980,0;1980,0
IMA-B;2020-05-25;7383,127999;1,2472;1,823;-3,3481;9,2104;31,8423;2002,0;2002,0
IMA-B;2020-05-26;7360,54703;-0,3058;1,5116;-3,6437;8,8764;31,439;1993,0;1993,0
IMA-B;2020-05-27;7364,806699;0,0579;1,5704;-3,5879;8,7228;31,5151;1992,0;1992,0
IMA-B;2020-05-28;7355,539542;-0,1258;1,4426;-3,7092;7,876;31,6133;1984,0;1984,0
IMA-B;2020-05-29;7361,036536;0,0747;1,5184;-3,6373;7,3683;32,2796;1984,0;1984,0
IMA-B;2020-06-01;7356,141395;-0,0665;-0,0665;-3,7014;6,6094;31,6412;1982,0;1982,0
IMA-B;2020-06-02;7409,32379;0,723;0,656;-3,0052;7,3802;32,5929;1998,0;1998,0
IMA-B;2020-06-03;7455,816015;0,6275;1,2876;-2,3965;7,6468;33,4249;2014,0;2014,0
IMA-B;2020-06-04;7455,425899;-0,0052;1,2823;-2,4016;7,4499;33,5288;2013,0;2013,0
IMA-B;2020-06-05;7471,639213;0,2175;1,5025;-2,1894;8,1543;35,0186;2016,0;2016,0
IMA-B;2020-06-08;7488,32764;0,2234;1,7293;-1,9709;7,6017;35,9916;2024,0;2024,0
IMA-B;2020-06-09;7476,965246;-0,1517;1,5749;-2,1197;7,4384;35,7852;2023,0;2023,0
IMA-B;2020-06-10;7493,547876;0,2218;1,8002;-1,9026;7,5428;36,0864;2024,0;2024,0
IMA-B;2020-06-12;7485,643458;-0,1055;1,6928;-2,0061;7,4221;35,9716;2018,0;2018,0
IMA-B;2020-06-15;7473,119461;-0,1673;1,5227;-2,17;6,9381;35,9655;2011,0;2011,0
IMA-B;2020-06-16;7448,389438;-0,3309;1,1867;-2,4938;6,5843;35,5156;1996,0;1996,0
IMA-B;2020-06-17;7485,997747;0,5049;1,6976;-2,0014;6,9447;36,1998;2006,0;2006,0
IMA-B;2020-06-18;7452,20987;-0,4513;1,2386;-2,4437;6,1612;35,4533;1992,0;1992,0
IMA-B;2020-06-19;7452,700573;0,0066;1,2453;-2,4373;5,9934;34,4746;1989,0;1989,0
IMA-B;2020-06-22;7410,791185;-0,5623;0,6759;-2,986;4,3078;34,4153;1971,0;1971,0
IMA-B;2020-06-23;7442,524832;0,4282;1,107;-2,5705;4,7545;34,9908;1982,0;1982,0
IMA-B;2020-06-24;7416,342469;-0,3518;0,7513;-2,9133;4,1818;34,5159;1972,0;1972,0
IMA-B;2020-06-25;7472,453863;0,7566;1,5136;-2,1787;5,2444;35,1332;1984,0;1984,0
IMA-B;2020-06-26;7451,665756;-0,2782;1,2312;-2,4509;4,7477;34,5142;1973,0;1973,0
IMA-B;2020-06-29;7492,031673;0,5417;1,7796;-1,9224;4,67;34,7741;1983,0;1983,0
IMA-B;2020-06-30;7511,804106;0,2639;2,0482;-1,6636;4,9462;35,1297;1990,0;1990,0
IMA-B;2020-07-01;7570,810664;0,7855;0,7855;-0,8912;5,5546;36,1912;2007,0;2007,0
IMA-B;2020-07-02;7574,348993;0,0467;0,8326;-0,8448;5,8685;35,9317;2006,0;2006,0
IMA-B;2020-07-03;7613,393913;0,5155;1,3524;-0,3337;6,1775;36,5004;2015,0;2015,0
IMA-B;2020-07-06;7631,513911;0,238;1,5936;-0,0965;6,347;36,113;2022,0;2022,0
IMA-B;2020-07-07;7610,650684;-0,2734;1,3159;-0,3696;6,0562;35,7409;2016,0;2016,0
IMA-B;2020-07-08;7616,803851;0,0808;1,3978;-0,2891;5,813;35,8506;2020,0;2020,0
IMA-B;2020-07-09;7648,694327;0,4187;1,8223;0,1284;6,2447;36,3121;2027,0;2027,0
IMA-B;2020-07-10;7685,873869;0,4861;2,3173;0,6151;6,3113;36,3586;2034,0;2034,0
IMA-B;2020-07-13;7675,070293;-0,1406;2,1735;0,4737;6,2419;36,5718;2027,0;2027,0
IMA-B;2020-07-14;7665,502207;-0,1247;2,0461;0,3484;6,1094;36,4015;2021,0;2021,0
IMA-B;2020-07-15;7665,599968;0,0013;2,0474;0,3497;6,0652;36,4032;2021,0;2021,0
IMA-B;2020-07-16;7676,727377;0,1452;2,1955;0,4954;6,403;36,7236;2016,0;2016,0
IMA-B;2020-07-17;7725,752191;0,6386;2,8482;1,1372;7,0656;37,3934;2032,0;2032,0
IMA-B;2020-07-20;7720,743621;-0,0648;2,7815;1,0716;6,9063;36,1515;2030,0;2030,0
IMA-B;2020-07-21;7727,376622;0,0859;2,8698;1,1584;6,9982;36,2685;2029,0;2029,0
IMA-B;2020-07-22;7741,467288;0,1823;3,0574;1,3429;7,0708;36,517;2028,0;2028,0
IMA-B;2020-07-23;7731,474083;-0,1291;2,9243;1,2121;6,5871;36,5543;2024,0;2024,0
IMA-B;2020-07-24;7751,690856;0,2615;3,1935;1,4767;6,6907;36,7127;2032,0;2032,0
IMA-B;2020-07-27;7783,247512;0,4071;3,6136;1,8898;7,1421;36,768;2039,0;2039,0
IMA-B;2020-07-28;7773,149293;-0,1297;3,4791;1,7576;7,0031;36,5905;2034,0;2034,0
IMA-B;2020-07-29;7777,218328;0,0523;3,5333;1,8109;7,0413;36,662;2037,0;2037,0
IMA-B;2020-07-30;7836,628605;0,7639;4,3242;2,5886;7,8617;37,718;2054,0;2054,0
IMA-B;2020-07-31;7841,277398;0,0593;4,3861;2,6495;8,157;37,8647;2054,0;2054,0
IMA-B;2020-08-03;7856,113865;0,1892;0,1892;2,8437;8,2903;37,4068;2058,0;2058,0
IMA-B;2020-08-04;7831,696628;-0,3108;-0,1222;2,5241;7,9537;36,9797;2047,0;2047,0
IMA-B;2020-08-05;7803,474837;-0,3604;-0,4821;2,1546;8,0308;36,4861;2035,0;2035,0
IMA-B;2020-08-06;7834,252556;0,3944;-0,0896;2,5575;7,8231;36,9045;2037,0;2037,0
IMA-B;2020-08-07;7790,660412;-0,5564;-0,6455;1,9869;6,812;36,557;2018,0;2018,0
IMA-B;2020-08-10;7757,369122;-0,4273;-1,0701;1,5511;5,9779;37,1847;2004,0;2004,0
IMA-B;2020-08-11;7743,940484;-0,1731;-1,2413;1,3753;5,7944;36,9472;1999,0;1999,0
IMA-B;2020-08-12;7713,549273;-0,3925;-1,6289;0,9774;5,6509;36,4097;1991,0;1991,0
IMA-B;2020-08-13;7684,182836;-0,3807;-2,0034;0,593;5,2506;35,6291;1979,0;1979,0
IMA-B;2020-08-14;7688,146325;0,0516;-1,9529;0,6449;5,5476;34,2566;1979,0;1979,0
IMA-B;2020-08-17;7687,975079;-0,0022;-1,9551;0,6426;5,1849;33,9204;2008,0;2008,0
IMA-B;2020-08-18;7765,260101;1,0053;-0,9695;1,6544;6,2423;35,2666;2134,0;2134,0
IMA-B;2020-08-19;7731,782451;-0,4311;-1,3964;1,2161;5,9449;34,6835;2124,0;2124,0
IMA-B;2020-08-20;7751,532337;0,2554;-1,1445;1,4747;6,3206;35,4976;2128,0;2128,0
IMA-B;2020-08-21;7754,228534;0,0348;-1,1101;1,51;6,106;37,0569;2128,0;2128,0
IMA-B;2020-08-24;7760,103215;0,0758;-1,0352;1,5869;6,464;36,4795;2129,0;2129,0
IMA-B;2020-08-25;7754,556293;-0,0715;-1,106;1,5142;6,3879;36,3819;2125,0;2125,0
IMA-B;2020-08-26;7703,974275;-0,6523;-1,751;0,8521;6,1504;35,4923;2107,0;2107,0
IMA-B;2020-08-27;7705,922459;0,0253;-1,7262;0,8776;6,5814;35,1248;2108,0;2108,0
IMA-B;2020-08-28;7732,345406;0,3429;-1,3892;1,2235;7,6194;35,9421;2111,0;2111,0
IMA-B;2020-08-31;7700,332909;-0,414;-1,7975;0,8044;6,6415;35,9955;2098,0;2098,0
IMA-B;2020-09-01;7719,169559;0,2446;0,2446;1,051;6,9023;36,3282;2101,0;2101,0
IMA-B;2020-09-02;7720,883562;0,0222;0,2669;1,0734;7,2242;36,3584;2100,0;2100,0
IMA-B;2020-09-03;7741,405255;0,2658;0,5334;1,3421;7,1914;37,3144;2101,0;2101,0
IMA-B;2020-09-04;7750,76038;0,1208;0,6549;1,4646;6,8113;37,9921;2100,0;2100,0
IMA-B;2020-09-08;7728,205497;-0,291;0,362;1,1693;6,4979;37,3125;2094,0;2094,0
IMA-B;2020-09-09;7748,38448;0,2611;0,624;1,4335;6,8048;37,671;2098,0;2098,0
IMA-B;2020-09-10;7714,750436;-0,4341;0,1872;0,9932;6,4971;37,0449;2087,0;2087,0
IMA-B;2020-09-11;7710,607378;-0,0537;0,1334;0,9389;6,1616;37,2523;2082,0;2082,0
IMA-B;2020-09-14;7725,449885;0,1925;0,3262;1,1332;6,4084;37,2291;2084,0;2084,0
IMA-B;2020-09-15;7704,605699;-0,2698;0,0555;0,8603;6,1213;36,8588;2075,0;2075,0
IMA-B;2020-09-16;7683,42194;-0,2749;-0,2196;0,583;5,4618;36,4825;2061,0;2061,0
IMA-B;2020-09-17;7680,38301;-0,0396;-0,2591;0,5433;4,8916;35,9145;2055,0;2055,0
IMA-B;2020-09-18;7581,649418;-1,2855;-1,5413;-0,7493;3,3734;34,1436;2028,0;2028,0
IMA-B;2020-09-21;7565,657656;-0,2109;-1,749;-0,9586;2,1111;33,5553;2027,0;2027,0
IMA-B;2020-09-22;7618,960009;0,7045;-1,0567;-0,2608;2,8305;34,4963;2041,0;2041,0
IMA-B;2020-09-23;7578,262211;-0,5342;-1,5853;-0,7936;2,409;33,7778;2027,0;2027,0
IMA-B;2020-09-24;7647,078596;0,9081;-0,6916;0,1073;3,5552;35,3017;2046,0;2046,0
IMA-B;2020-09-25;7634,433376;-0,1654;-0,8558;-0,0583;3,0116;35,1644;2040,0;2040,0
IMA-B;2020-09-28;7532,202686;-1,3391;-2,1834;-1,3966;1,4165;33,2251;2011,0;2011,0
IMA-B;2020-09-29;7542,475827;0,1364;-2,05;-1,2621;1,5548;33,4068;2014,0;2014,0
IMA-B;2020-09-30;7583,918769;0,5495;-1,5118;-0,7196;2,1077;34,1399;2023,0;2023,0
IMA-B;2020-10-01;7591,583446;0,1011;0,1011;-0,6192;2,1544;34,1563;2024,0;2024,0
IMA-B;2020-10-02;7531,947335;-0,7856;-0,6853;-1,3999;1,4413;32,3918;2007,0;2007,0
IMA-B;2020-10-05;7570,914227;0,5174;-0,1715;-0,8898;1,7499;31,579;2017,0;2017,0
IMA-B;2020-10-06;7559,247492;-0,1541;-0,3253;-1,0425;1,5931;31,3763;2012,0;2012,0
IMA-B;2020-10-07;7560,81187;0,0207;-0,3047;-1,022;1,8469;31,4034;2013,0;2013,0
IMA-B;2020-10-08;7591,029904;0,3997;0,0938;-0,6265;2,3332;29,4345;2020,0;2020,0
IMA-B;2020-10-09;7619,091455;0,3697;0,4638;-0,2591;2,3853;28,7683;2022,0;2022,0
IMA-B;2020-10-13;7621,059653;0,0258;0,4897;-0,2333;1,387;29,0143;2023,0;2023,0
IMA-B;2020-10-14;7629,079833;0,1052;0,5955;-0,1284;1,1776;29,15;2023,0;2023,0
IMA-B;2020-10-15;7602,987365;-0,342;0,2514;-0,4699;1,0898;27,8783;2019,0;2019,0
IMA-B;2020-10-16;7608,749558;0,0758;0,3274;-0,3945;0,6852;27,1599;2016,0;2016,0
IMA-B;2020-10-19;7636,913959;0,3702;0,6988;-0,0258;0,5396;27,4587;2022,0;2022,0
IMA-B;2020-10-20;7658,052843;0,2768;0,9775;0,2509;0,8178;27,8116;2026,0;2026,0
IMA-B;2020-10-21;7660,998042;0,0385;1,0164;0,2895;0,8552;27,8607;2022,0;2022,0
IMA-B;2020-10-22;7639,945666;-0,2748;0,7388;0,0139;0,8537;26,7012;2012,0;2012,0
IMA-B;2020-10-23;7622,034355;-0,2344;0,5026;-0,2206;0,2679;26,3524;2008,0;2008,0
IMA-B;2020-10-26;7620,986578;-0,0137;0,4888;-0,2343;-0,0919;25,7407;2006,0;2006,0
IMA-B;2020-10-27;7606,387071;-0,1916;0,2963;-0,4254;-0,2833;25,4999;2001,0;2001,0
IMA-B;2020-10-28;7605,871265;-0,0068;0,2895;-0,4322;-0,4909;25,4914;2000,0;2000,0
IMA-B;2020-10-29;7612,063775;0,0814;0,3711;-0,3511;-0,5485;25,8129;1999,0;1999,0
IMA-B;2020-10-30;7599,993205;-0,1586;0,212;-0,5091;-0,9124;25,5333;1996,0;1996,0
IMA-B;2020-11-03;7598,48954;-0,0198;-0,0198;-0,5288;-1,3183;25,2424;1995,0;1995,0
IMA-B;2020-11-04;7622,079253;0,3105;0,2906;-0,22;-0,9875;25,6312;1997,0;1997,0
IMA-B;2020-11-05;7660,039173;0,498;0,7901;0,2769;-0,4287;26,2216;2006,0;2006,0
IMA-B;2020-11-06;7705,896347;0,5987;1,3935;0,8772;0,5841;26,9354;2017,0;2017,0
IMA-B;2020-11-09;7736,067088;0,3915;1,7904;1,2722;1,7307;27,9483;2023,0;2023,0
IMA-B;2020-11-10;7709,349667;-0,3454;1,4389;0,9225;1,3794;27,5065;2010,0;2010,0
IMA-B;2020-11-11;7680,282095;-0,377;1,0564;0,5419;0,9791;27,0257;2000,0;2000,0
IMA-B;2020-11-12;7658,393427;-0,285;0,7684;0,2554;1,1505;26,7754;1991,0;1991,0
IMA-B;2020-11-13;7682,258774;0,3116;1,0824;0,5678;1,5715;27,408;1996,0;1996,0
IMA-B;2020-11-16;7684,354556;0,0273;1,11;0,5952;1,4193;26,0839;2012,0;2012,0
IMA-B;2020-11-17;7693,178304;0,1148;1,2261;0,7108;1,5358;26,2287;1967,0;1967,0
IMA-B;2020-11-18;7674,752636;-0,2395;0,9837;0,4695;1,357;25,9264;1962,0;1962,0
IMA-B;2020-11-19;7676,815752;0,0269;1,0108;0,4966;1,423;26,0675;1960,0;1960,0
IMA-B;2020-11-20;7650,431287;-0,3437;0,6637;0,1512;1,0446;25,6149;1951,0;1951,0
IMA-B;2020-11-23;7641,824224;-0,1125;0,5504;0,0385;1,1137;24,5884;1950,0;1950,0
IMA-B;2020-11-24;7661,088388;0,2521;0,8039;0,2907;1,3686;24,9025;1952,0;1952,0
IMA-B;2020-11-25;7682,630141;0,2812;1,0873;0,5727;1,8711;25,2537;1956,0;1956,0
IMA-B;2020-11-26;7707,368738;0,322;1,4128;0,8965;2,7058;26,5695;1961,0;1961,0
IMA-B;2020-11-27;7746,186058;0,5036;1,9236;1,4047;3,5742;27,2628;1968,0;1968,0
IMA-B;2020-11-30;7751,973763;0,0747;1,9997;1,4804;3,5157;26,8286;1970,0;1970,0
IMA-B;2020-12-01;7810,07193;0,7495;0,7495;2,241;4,2915;27,7791;1985,0;1985,0
IMA-B;2020-12-02;7833,810253;0,3039;1,0557;2,5518;4,8336;28,1675;1990,0;1990,0
IMA-B;2020-12-03;7903,195388;0,8857;1,9507;3,4601;5,4314;29,2978;2007,0;2007,0
IMA-B;2020-12-04;7907,003237;0,0482;1,9999;3,5099;5,0926;29,7229;2005,0;2005,0
IMA-B;2020-12-07;7899,01013;-0,1011;1,8968;3,4053;4,3788;29,2845;1999,0;1999,0
IMA-B;2020-12-08;7918,62231;0,2483;2,1498;3,662;4,638;29,6054;2000,0;2000,0
IMA-B;2020-12-09;7922,017647;0,0429;2,1936;3,7065;4,4841;29,661;1999,0;1999,0
IMA-B;2020-12-10;7963,115526;0,5188;2,7237;4,2445;4,7885;30,5659;2016,0;2016,0
IMA-B;2020-12-11;7998,554541;0,445;3,1809;4,7084;4,9527;31,0691;2023,0;2023,0
IMA-B;2020-12-14;7997,042743;-0,0189;3,1614;4,6886;4,5777;30,0435;2021,0;2021,0
IMA-B;2020-12-15;8020,495514;0,2933;3,4639;4,9956;4,8844;30,4248;2023,0;2023,0
IMA-B;2020-12-16;8016,644908;-0,048;3,4142;4,9452;5,157;30,3622;1979,0;1979,0
IMA-B;2020-12-17;8025,155961;0,1062;3,524;5,0566;5,9422;30,5137;1979,0;1979,0
IMA-B;2020-12-18;8035,967355;0,1347;3,6635;5,1982;6,2656;30,7338;1981,0;1981,0
IMA-B;2020-12-21;8036,206466;0,003;3,6666;5,2013;6,8703;29,9508;1979,0;1979,0
IMA-B;2020-12-22;8032,117289;-0,0509;3,6138;5,1478;6,8159;29,8847;1976,0;1976,0
IMA-B;2020-12-23;8059,845283;0,3452;3,9715;5,5108;6,843;30,3331;1980,0;1980,0
IMA-B;2020-12-24;8065,117868;0,0654;4,0395;5,5798;6,8464;30,3894;1979,0;1979,0
IMA-B;2020-12-28;8065,548335;0,0053;4,0451;5,5854;6,2517;29,8462;1979,0;1979,0
IMA-B;2020-12-29;8109,157884;0,5407;4,6077;6,1563;6,8262;30,5483;1990,0;1990,0
IMA-B;2020-12-30;8122,894467;0,1694;4,7849;6,3361;6,402;30,7694;1991,0;1991,0
IMA-B;2020-12-31;8128,201373;0,0653;4,8533;6,4056;6,4056;30,8261;1990,0;1990,0
IMA-B;2021-01-04;8131,67924;0,0428;0,0428;0,0428;6,7781;29,0176;1989,0;1989,0
IMA-B;2021-01-05;8118,084032;-0,1672;-0,1245;-0,1245;6,5996;28,8019;1984,0;1984,0
IMA-B;2021-01-06;8094,25179;-0,2936;-0,4177;-0,4177;6,7744;28,4238;1973,0;1973,0
IMA-B;2021-01-07;8053,193166;-0,5073;-0,9228;-0,9228;6,1697;27,8015;1961,0;1961,0
IMA-B;2021-01-08;8054,064661;0,0108;-0,9121;-0,9121;5,8905;27,6481;1961,0;1961,0
IMA-B;2021-01-11;8000,073939;-0,6704;-1,5763;-1,5763;4,8862;25,7234;1946,0;1946,0
